0		0	0
3	1	0	0	-79.5	-3.25	-79.5	-32.0
0	1	0	0	0	0	0	0
3	1	0	0	-75.7	-44.6	-73.0	-49.6
0	1	0	0	0	0	0	0
3	1	0	0	-73.0	-49.6	-6.8	-88.0
0	1	0	0	0	0	0	0
3	1	0	0	-6.8	-88.0	-1.6	-88.0
0	1	0	0	0	0	0	0
3	1	0	0	10.8	-85.5	67.3	-53.0
0	1	0	0	0	0	0	0
3	1	0	0	76.9	-42.6	79.5	-38.2
0	1	0	0	0	0	0	0
3	1	0	0	79.5	-38.2	79.5	-3.25
0	1	0	0	0	0	0	0
3	1	0	0	79.5	-3.25	-76.7	-3.25
0	1	0	0	0	0	0	0
3	1	0	0	-57.1	-14.2	-69.0	-35.9
0	1	0	0	0	0	0	0
3	1	0	0	-38.5	-57.3	-28.6	-14.2
0	1	0	0	0	0	0	0
3	1	0	0	0	-14.2	0	-77.2
0	1	0	0	0	0	0	0
3	1	0	0	38.5	-57.3	28.6	-14.2
0	1	0	0	0	0	0	0
3	1	0	0	57.1	-14.2	69.0	-35.9
