0		0	0
3	1	0	0	-80.0	-3.25	-80.0	-34.5
0	1	0	0	0	0	0	0
3	1	0	0	-75.0	-45.5	-73.0	-49.6
0	1	0	0	0	0	0	0
3	1	0	0	-73.0	-49.6	-6.8	-88.5
0	1	0	0	0	0	0	0
3	1	0	0	-6.8	-88.5	-1.0	-88.5
0	1	0	0	0	0	0	0
3	1	0	0	10.5	-86.0	69.0	-51.5
0	1	0	0	0	0	0	0
3	1	0	0	79.0	-42.5	80.0	-38.2
0	1	0	0	0	0	0	0
3	1	0	0	80.0	-38.2	80.0	-3.25
0	1	0	0	0	0	0	0
3	1	0	0	80.0	-3.25	-76.7	-3.25
0	1	0	0	0	0	0	0
3	1	0	0	-57.1	-14.2	-69.0	-35.9
0	1	0	0	0	0	0	0
3	1	0	0	-38.5	-57.3	-28.6	-14.2
0	1	0	0	0	0	0	0
3	1	0	0	0	-14.2	0	-72.2
0	1	0	0	0	0	0	0
3	1	0	0	38.5	-57.3	28.6	-14.2
0	1	0	0	0	0	0	0
3	1	0	0	57.1	-14.2	69.0	-35.9
