0	0	0	0	0	0	0	0
3	1	0	-0	-8.677	-84.924	-12.082	-82.958
0	1	0	0	0	0	0	0
3	1	0	-0	-23.942	-76.111	-52.526	-59.608
0	1	0	0	0	0	0	0
3	1	0	-0	-67.219	-51.125	-69.495	-49.811
0	1	0	0	0	0	0	0
3	1	0	-0	-77.885	-35.279	-77.885	-26.958
0	1	0	0	0	0	0	0
3	1	0	-0	-77.885	-4.716	-77.885	4.716
0	1	0	0	0	0	0	0
3	1	0	-0	-77.885	31.536	-77.885	35.279
0	1	0	0	0	0	0	0
3	1	0	-0	-70.607	49.169	-66.307	51.651
0	1	0	0	0	0	0	0
3	1	0	-0	-53.818	58.862	-25.368	75.287
0	1	0	0	0	0	0	0
3	1	0	-0	-10.66	83.779	-8.39	85.09
0	1	0	0	0	0	0	0
3	1	0	-0	8.39	85.09	15.398	81.044
0	1	0	0	0	0	0	0
3	1	0	-0	35.074	69.684	49.62	61.286
0	1	0	0	0	0	0	0
3	1	0	-0	66.256	51.681	69.495	49.811
0	1	0	0	0	0	0	0
3	1	0	-0	77.885	34.362	77.885	31.268
0	1	0	0	0	0	0	0
3	1	0	-0	77.885	16.897	77.885	-18.122
0	1	0	0	0	0	0	0
3	1	0	-0	77.885	-30.206	77.885	-35.279
0	1	0	0	0	0	0	0
3	1	0	-0	68.799	-50.213	62.596	-53.794
0	1	0	0	0	0	0	0
3	1	0	-0	50.688	-60.669	34.86	-69.807
0	1	0	0	0	0	0	0
3	1	0	-0	11.633	-83.218	8.39	-85.09
0	1	0	0	0	0	0	0
3	1	0	-0	1.747	-76.36	1.747	-9.278
0	1	0	0	0	0	0	0
3	1	0	-0	1.747	9.278	1.747	76.35
0	1	0	0	0	0	0	0
3	1	0	-0	-67.904	37.191	-8.908	3.13
0	1	0	0	0	0	0	0
3	1	0	-0	8.227	-4.75	14.436	-8.335
0	1	0	0	0	0	0	0
3	1	0	-0	27.426	-15.835	66.76	-38.544
0	1	0	0	0	0	0	0
3	1	0	-0	66.761	38.545	16.953	9.788
0	1	0	0	0	0	0	0
3	1	0	-0	-8.227	-4.75	-14.435	-8.334
0	1	0	0	0	0	0	0
3	1	0	-0	-27.425	-15.834	-66.761	-38.544
