0		0	0
3	1	0	0	-7.70	88.45	-71.30	50.0
0	1	0	0	0	0	0	0
3	1	0	0	-79.88	38.0	-79.88	-37.6
0	1	0	0	0	0	0	0
3	1	0	0	-71.3	-50.0	-7.70	-88.45
0	1	0	0	0	0	0	0
3	1	0	0	7.70	-88.45	71.3	-50.0
0	1	0	0	0	0	0	0
3	1	0	0	79.88	-37.6	79.88	38.0
0	1	0	0	0	0	0	0
3	1	0	0	71.3	50.0	7.70	88.45
0	1	0	0	0	0	0	0
3	1	0	0	0	78.486	0	-78.486
0	1	0	0	0	0	0	0
3	1	0	0	68.656	-39.649	6.00	-3.515
0	1	0	0	0	0	0	0
3	1	0	0	-6.00	3.515	-68.656	39.649
0	1	0	0	0	0	0	0
3	1	0	0	-68.656	-39.649	-6.00	-3.515
0	1	0	0	0	0	0	0
3	1	0	0	6.00	3.515	68.656	39.649
0	1	0	0	0	0	0	0
