0		0	0
3	1	0	0	-76.3	-3.0	-72.8	-3.0
0	1	0	0	0	0	0	0
3	1	0	0	-59.8	-3.0	-51.8	-3.0
0	1	0	0	0	0	0	0
3	1	0	0	-38.9	-3.0	-30.9	-3.0
0	1	0	0	0	0	0	0
3	1	0	0	16.9	-3.0	24.9	-3.0
0	1	0	0	0	0	0	0
3	1	0	0	37.9	-3.0	45.9	-3.0
0	1	0	0	0	0	0	0
3	1	0	0	58.8	-3.0	66.8	-3.0
0	1	0	0	0	0	0	0
3	1	0	0	80.3	-6.5	80.3	-16.2
0	1	0	0	0	0	0	0
3	1	0	0	80.3	-32.2	80.3	-36.4
0	1	0	0	0	0	0	0
3	1	0	0	73.5	-50.3	66.3	-54.5
0	1	0	0	0	0	0	0
3	1	0	0	72.4	-35.9	42.2	-14.5
0	1	0	0	0	0	0	0
3	1	0	0	25.3	-17.8	51.1	-55.6
0	1	0	0	0	0	0	0
3	1	0	0	46.9	-65.7	34.8	-72.8
0	1	0	0	0	0	0	0
3	1	0	0	0	-86.2	0	-5.5
0	1	0	0	0	0	0	0
3	1	0	0	-35.9	-10.5	-43.8	-59.2
0	1	0	0	0	0	0	0
3	1	0	0	-9.2	-87.5	-54.5	-61.2
0	1	0	0	0	0	0	0
3	1	0	0	-66.8	-54.1	-72.9	-50.2
0	1	0	0	0	0	0	0
3	1	0	0	-72.9	-50.2	-78.3	-41.8
0	1	0	0	0	0	0	0
3	1	0	0	-71.5	-38.65	-44.2	-19.75
0	1	0	0	0	0	0	0
3	1	0	0	-80.3	-30.2	-80.3	-25.8
