0		0	0
3	1	0	0	-7.7	-87.1	-13.1	-83.9
0	1	0	0	0	0	0	0
3	1	0	0	-24.3	-77.5	-71.4	-50.3
0	1	0	0	0	0	0	0
3	1	0	0	-79.2	-36.5	-79.2	-30.6
0	1	0	0	0	0	0	0
3	1	0	0	-79.2	-5.6	-79.2	5.7
0	1	0	0	0	0	0	0
3	1	0	0	-79.2	18.5	-72.9	36.2
0	1	0	0	0	0	0	0
3	1	0	0	-71.5	50.2	-66.1	53.5
0	1	0	0	0	0	0	0
3	1	0	0	-54.6	59.9	-7.7	87.1
0	1	0	0	0	0	0	0
3	1	0	0	8.1	86.9	13.5	83.5
0	1	0	0	0	0	0	0
3	1	0	0	34.4	71.4	71.2	50.5
0	1	0	0	0	0	0	0
3	1	0	0	79.4	36.6	79.4	30.6
0	1	0	0	0	0	0	0
3	1	0	0	79.4	17.4	79.4	-36.6
0	1	0	0	0	0	0	0
3	1	0	0	71.3	-50.3	65.9	-53.4
0	1	0	0	0	0	0	0
3	1	0	0	51.7	-61.7	34.5	-71.7
0	1	0	0	0	0	0	0
3	1	0	0	23.8	-78.0	8.3	-87.0
0	1	0	0	0	0	0	0
3	1	0	0	1.9	-76.7	1.9	-9.2
0	1	0	0	0	0	0	0
3	1	0	0	1.9	9.2	1.9	76.7
0	1	0	0	0	0	0	0
3	1	0	0	67.3	38.9	27.3	15.6
0	1	0	0	0	0	0	0
3	1	0	0	15.2	8.7	7.8	4.5
0	1	0	0	0	0	0	0
3	1	0	0	-3.1	-8.4	-68.1	-37.7
0	1	0	0	0	0	0	0
3	1	0	0	-67.1	38.8	-26.8	15.4
0	1	0	0	0	0	0	0
3	1	0	0	-15.1	8.6	-7.5	4.2
0	1	0	0	0	0	0	0
3	1	0	0	16.3	-9.6	67.3	-38.9
