0		0	0
3	1	0	0	-80.0	-3.25	-80.0	-38.2
0	1	0	0	0	0	0	0
3	1	0	0	-80.0	-38.2	-73.0	-49.6
0	1	0	0	0	0	0	0
3	1	0	0	-73.0	-49.6	-6.8	-88.5
0	1	0	0	0	0	0	0
3	1	0	0	-6.8	-88.5	6.8	-88.5
0	1	0	0	0	0	0	0
3	1	0	0	6.8	-88.5	73.0	-49.6
0	1	0	0	0	0	0	0
3	1	0	0	73.0	-49.6	80.0	-38.2
0	1	0	0	0	0	0	0
3	1	0	0	80.0	-38.2	80.0	-3.25
0	1	0	0	0	0	0	0
3	1	0	0	80.0	-3.25	-76.7	-3.25
0	1	0	0	0	0	0	0
3	1	0	0	-57.1	-14.2	-69.0	-35.9
0	1	0	0	0	0	0	0
3	1	0	0	-38.5	-57.3	-28.6	-14.2
0	1	0	0	0	0	0	0
3	1	0	0	-8.0	-14.5	-8.0	-75.2
0	1	0	0	0	0	0	0
3	1	0	0	8.0	-75.2	8.0	-14.5
0	1	0	0	0	0	0	0
3	1	0	0	38.5	-57.3	28.6	-14.2
0	1	0	0	0	0	0	0
3	1	0	0	57.1	-14.2	69.0	-35.9
