0		0	0
3	1	0	0	0.01	0.01	10.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	10.0	0.01	20.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	20.0	0.01	30.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	30.0	0.01	40.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	40.0	0.01	50.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	50.0	0.01	60.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	60.0	0.01	70.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	70.0	0.01	80.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	80.0	0.01	90.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	90.0	0.01	100.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	100.0	0.01	110.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	110.0	0.01	120.0	0.01
0	1	0	0	0	0	0	0
3	1	0	0	120.0	0.01	130.0	0.01
0	1	0	0	0	0	0	0
