0	0	0	0	0	0	0	0
3	1	0	0	7.7	-88.45	70	-52
0	1	0	0	0	0	0	0
3	1	0	0	77.5	-44	79.88	-38
0	1	0	0	0	0	0	0
3	1	0	0	79.88	-38	79.88	37.6
0	1	0	0	0	0	0	0
3	1	0	0	79.88	37.6	77.5	44
0	1	0	0	0	0	0	0
3	1	0	0	70	52	7.7	88.45
0	1	0	0	0	0	0	0
3	1	0	0	0	88.45	-7.7	88.45
0	1	0	0	0	0	0	0
3	1	0	0	-7.7	88.45	-71.3	50
0	1	0	0	0	0	0	0
3	1	0	0	-71.3	50	-77.5	44
0	1	0	0	0	0	0	0
3	1	0	0	-79.88	35.3	-79.88	-35.3
0	1	0	0	0	0	0	0
3	1	0	0	-77.5	-44	-71.3	-50
0	1	0	0	0	0	0	0
3	1	0	0	-71.3	-50	-7.7	-88.45
0	1	0	0	0	0	0	0
3	1	0	0	-7.7	-88.45	0	-88.45
0	1	0	0	0	0	0	0
3	1	0	0	0	-77.7	0	-9.5
0	1	0	0	0	0	0	0
3	1	0	0	8.23	-4.75	67.3	-38.85
0	1	0	0	0	0	0	0
3	1	0	0	67.3	38.85	8.23	4.75
0	1	0	0	0	0	0	0
3	1	0	0	0	9.5	0	77.7
0	1	0	0	0	0	0	0
3	1	0	0	-67.3	38.85	-8.23	4.75
0	1	0	0	0	0	0	0
3	1	0	0	-8.23	-4.75	-67.3	-38.85

