0		0	0
3	1	0	0	12.26	-86.0	-8.94	-86.0
0	1	0	0	0	0	0	0
3	1	0	0	-8.94	-86.0	-69.09	-51.66
0	1	0	0	0	0	0	0
3	1	0	0	-69.09	-51.66	-79.29	-34.0
0	1	0	0	0	0	0	0
3	1	0	0	-79.29	-34.0	-79.29	34.0
0	1	0	0	0	0	0	0
3	1	0	0	-79.29	34.0	-69.09	51.66
0	1	0	0	0	0	0	0
3	1	0	0	-69.09	51.66	-8.94	86.0
0	1	0	0	0	0	0	0
3	1	0	0	-8.94	86.0	12.26	86.0
0	1	0	0	0	0	0	0
3	1	0	0	12.26	86.0	12.26	-83.5
0	1	0	0	0	0	0	0
3	1	0	0	-0.74	-68.0	-17.29	-68.0
0	1	0	0	0	0	0	0
3	1	0	0	-0.74	-38.0	-62.74	-38.0
0	1	0	0	0	0	0	0
3	1	0	0	-66.29	-8.0	-0.74	-8.0
0	1	0	0	0	0	0	0
3	1	0	0	-0.74	8.0	-66.29	8.0
0	1	0	0	0	0	0	0
3	1	0	0	-62.74	38.0	-0.74	38.0
0	1	0	0	0	0	0	0
3	1	0	0	-0.74	68.0	-17.29	68.0
